List Id,Phrase,Cluster Label,W0,W1,W2,W3,W4,Good Words,Score,GW0,GW1,GW2,GW3,GW4
1087,sunday,127,friday,open,prime,sunday,saturday,0,0,1,1,1,1,1
1102,seductive,128,seductive,timeless,femme,slick,sexy,0,0,1,1,1,1,1
1118,tom,129,tom,tommy,nick,bob,hal,0,0,1,1,1,1,1
1119,reasonable,130,legitimate,consistent,satisfactory,acceptable,realistic,0,0,1,1,1,1,1
1147,pleased,131,proud,grateful,pleased,happy,surprised,0,0,1,1,1,1,1
1149,continuous,132,random,continuous,uniformly,linear,smooth,0,0,1,1,1,1,1
1152,lifelong,133,lifetime,lifelong,avid,NA,NA,0,0,1,1,1,0,0
1171,inexplicable,134,unexplained,unnatural,utter,incomprehensible,irrational,0,0,1,1,1,1,1
1174,notorious,135,bettie,NA,infamous,rampant,notorious,0,0,1,0,1,1,1
1178,likable,136,likeable,believable,watchable,unlikable,charismatic,0,0,1,1,1,1,1
1205,questionable,137,shoddy,controversial,questionable,dubious,shady,0,0,1,1,1,1,1
1221,incredible,138,amazing,unbelievable,phenomenal,marvelous,tremendous,5,1,1,1,1,1,1
1237,simple,139,basic,plain,straightforward,ordinary,humble,4,0.8,1,1,1,1,1
1254,nazi,140,wwii,communist,nazi,soviet,postwar,0,0,1,1,1,1,1
1268,stupid,141,mindless,stupid,clumsy,foolish,nasty,0,0,1,1,1,1,1
1271,mental,142,traumatic,medical,retarded,physical,patient,0,0,1,1,1,1,1
1272,asleep,143,sleep,NA,couch,unconscious,asleep,0,0,1,0,1,1,1
1284,fragile,144,vulnerable,torn,shaky,fragile,intact,0,0,1,1,1,1,1
1312,positive,145,NA,negative,positive,NA,mixed,0,0,0,1,1,0,1
1321,phony,146,FALSE,id,bogus,fake,anonymous,0,0,1,1,1,1,1
1327,deadly,147,lethal,destructive,explosive,deadly,dangerous,0,0,1,1,1,1,1
1330,superman,148,mutant,superman,batman,mickey,lex,0,0,1,1,1,1,1
1341,noticeable,149,slight,NA,noticeable,visible,discernible,0,0,1,0,1,1,1
1349,inventive,150,adventurous,ingenious,unconventional,clever,inventive,0,0,1,1,1,1,1
1351,famous,151,iconic,famous,dubbed,known,famed,0,0,1,1,1,1,1
1365,zombie,152,halloween,cannibal,undead,zombie,ninja,0,0,1,1,1,1,1
1366,fortunate,153,lucky,fortunate,thankful,unlucky,NA,0,0,1,1,1,1,0
1369,fierce,154,furious,intense,hostile,spirited,fight,0,0,1,1,1,1,1
1390,elderly,155,disabled,blind,unemployed,wealthy,homeless,0,0,1,1,1,1,1
1391,turkish,156,serbian,arab,turkish,egyptian,greek,0,0,1,1,1,1,1
1397,horrible,157,ugly,painful,awful,appalling,monstrous,5,1,1,1,1,1,1
1398,melodramatic,158,contrived,formulaic,lurid,climactic,trashy,0,0,1,1,1,1,1
1399,above,159,bottom,table,upper,average,maximum,0,0,1,1,1,1,1
1420,successful,160,accomplished,active,ambitious,commercial,successful,0,0,1,1,1,1,1
1427,brave,161,noble,bold,warrior,hardy,brave,0,0,1,1,1,1,1
1438,eastern,162,oriental,eastern,northern,western,central,0,0,1,1,1,1,1
1456,lovely,163,lush,gorgeous,delightful,handsome,beautiful,0,0,1,1,1,1,1
1459,peter,164,daniel,uwe,van,paul,st,0,0,1,1,1,1,1
1473,appropriate,165,correct,proper,subject,appropriate,specific,0,0,1,1,1,1,1
1500,male,166,NA,male,female,adult,NA,0,0,0,1,1,1,0
1502,bleak,167,gloomy,rocky,grim,stark,dire,0,0,1,1,1,1,1
1513,uninspired,168,insipid,forgettable,uninspired,amateurish,lifeless,0,0,1,1,1,1,1
1544,fictional,169,character,serial,fictional,imaginary,detective,0,0,1,1,1,1,1
1547,frenetic,170,nonstop,frenetic,paced,frantic,chaotic,0,0,1,1,1,1,1
1551,polar,171,atmospheric,polar,martian,NA,bear,0,0,1,1,1,0,1
1556,weekly,172,commentary,regular,weekly,daily,NA,0,0,1,1,1,1,0
1576,charlie,173,johnny,pete,eddie,ned,sam,0,0,1,1,1,1,1
1580,elizabeth,174,queen,mary,susan,harriet,born,0,0,1,1,1,1,1
1582,unnecessary,175,redundant,unnecessary,excessive,needless,NA,0,0,1,1,1,1,0
1590,ok,176,gonna,im,okay,hey,ok,0,0,1,1,1,1,1
1604,atomic,177,NA,atomic,nuclear,un,NA,0,0,0,1,1,1,0
1606,william,178,hugh,allen,albert,john,william,0,0,1,1,1,1,1
1620,unclear,179,exact,unsure,unknown,vague,unanswered,0,0,1,1,1,1,1
1634,cheap,180,raw,generic,rental,cheap,expensive,0,0,1,1,1,1,1
1674,unattractive,181,repulsive,unattractive,attractive,unappealing,underdeveloped,0,0,1,1,1,1,1
1676,crucial,182,important,pivotal,critical,upcoming,crucial,0,0,1,1,1,1,1
1683,morgan,183,dean,stanley,lynch,chase,freeman,0,0,1,1,1,1,1
1699,inferior,184,NA,superior,inferior,NA,NA,0,0,0,1,1,0,0
1704,obvious,185,understandable,evident,clear,mere,inherent,0,0,1,1,1,1,1
1709,intentional,186,intentional,foul,deliberate,unintentional,accidental,0,0,1,1,1,1,1
1713,slow,187,lean,uneven,slow,fast,runaway,0,0,1,1,1,1,1
